Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
22421	ΑΣΜΑ 8:10	μου ὡς	μου ὡς	4317	consecutive enclitics	μαστοί	πύργοι	\vs{10}Ἐγὼ τεῖχος, καὶ μαστοί μου ὡς πύργοι ἐγὼ ἤμην ἐν ὀφθαλμοῖς αὐτῶν ὡς εὑρίσκουσα εἰρήνην.
22437	ΗΣΑΙΑΣ 1:3	με οὐκ	με οὐκ	1285	consecutive enclitics	δέ	ἔγνω	\vs{3}Ἔγνω βοῦς τὸν κτησάμενον, καὶ ὄνος τὴν φάτνην τοῦ κυρίου αὐτοῦ· Ἰσραὴλ δέ με οὐκ ἔγνω, καὶ ὁ λαός με οὐ συνῆκεν.
22437	ΗΣΑΙΑΣ 1:3	με οὐ	με οὐ	1285	consecutive enclitics	λαός	συνῆκεν	\vs{3}Ἔγνω βοῦς τὸν κτησάμενον, καὶ ὄνος τὴν φάτνην τοῦ κυρίου αὐτοῦ· Ἰσραὴλ δέ με οὐκ ἔγνω, καὶ ὁ λαός με οὐ συνῆκεν.
22448	ΗΣΑΙΑΣ 1:12	μου οὐ	μου οὐ	4317	consecutive enclitics	αὐλήν	προσθήσεθε	\vs{12}οὐδʼ ἂν ἔρχησθε ὀφθῆναί μοι· τίς γὰρ ἐξεζήτησε ταῦτα ἐκ τῶν χειρῶν ὑμῶν; πατεῖν τὴν αὐλήν μου οὐ προσθήσεθε.
22449	ΗΣΑΙΑΣ 1:13	μοι ἐστι	μοι ἐστι	882	consecutive enclitics	βδέλυγμά		\vs{13}Ἐὰν φέρητε σεμίδαλιν, μάταιον θυμίαμα, βδέλυγμά μοι ἐστι· τὰς νουμηνίας ὑμῶν, καὶ τὰ σάββατα, καὶ ἡμέραν μεγάλην οὐκ ἀνέχομαι· νηστείαν, καὶ ἀργίαν,
22450	ΗΣΑΙΑΣ 1:14	μοι εἰς	μοι εἰς	882	consecutive enclitics	ἐγενήθητέ	πλησμονὴν	\vs{14}καὶ τὰς νουμηνίας ὑμῶν, καὶ τὰς ἑορτὰς ὑμῶν μισεῖ ἡ ψυχή μου· ἐγενήθητέ μοι εἰς πλησμονὴν, οὐκέτι ἀνήσω τὰς ἁμαρτίας ὑμῶν.
22451	ΗΣΑΙΑΣ 1:15	μου ἀφ	μου ἀφ	4317	consecutive enclitics	ὀφθαλμούς		\vs{15}Ὅταν ἐκτείνητε τὰς χεῖρας, ἀποστρέψω τοὺς ὀφθαλμούς μου ἀφʼ ὑμῶν· καὶ ἐὰν πληθύνητε τὴν δέησιν, οὐκ εἰσακούσομαι ὑμῶν· αἱ γὰρ χεῖρες ὑμῶν αἵματος πλήρεις.
22464	ΗΣΑΙΑΣ 1:24	μου ὁ	μου ὁ	4317	consecutive enclitics	γάρ	θυμὸς	\vs{24}Διατοῦτο τάδε λέγει Κύριος ὁ δεσπότης σαβαὼθ, οὐαὶ οἱ ἰσχύοντες Ἰσραήλ· οὐ παύσεται γάρ μου ὁ θυμὸς ἐν τοῖς ὑπεναντίοις, καὶ κρίσιν ἐκ τῶν ἐχθρῶν μου ποιήσω.
22466	ΗΣΑΙΑΣ 1:26	σου ὡς	σου ὡς	5611	consecutive enclitics	κριτάς	τὸ	\vs{26}Καὶ ἐπιστήσω τοὺς κριτάς σου ὡς τὸ πρότερον, καὶ τοὺς συμβούλους σου ὡς τὸ ἀπʼ ἀρχῆς· καὶ μετὰ ταῦτα κληθήσῃ πόλις δικαιοσύνης, μητρόπολις πιστὴ Σιών·
22466	ΗΣΑΙΑΣ 1:26	σου ὡς	σου ὡς	5611	consecutive enclitics	συμβούλους	τὸ	\vs{26}Καὶ ἐπιστήσω τοὺς κριτάς σου ὡς τὸ πρότερον, καὶ τοὺς συμβούλους σου ὡς τὸ ἀπʼ ἀρχῆς· καὶ μετὰ ταῦτα κληθήσῃ πόλις δικαιοσύνης, μητρόπολις πιστὴ Σιών·
22481	ΗΣΑΙΑΣ 2:6	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	κληδονισμῶν	τῶν	\vs{6}Ἀνῆκεν γὰρ τὸν λαὸν αὐτοῦ τὸν οἶκον τοῦ Ἰσραήλ· ὅτι ἐνεπλήσθη ὡς τὸ ἀπʼ ἀρχῆς ἡ χώρα αὐτῶν κληδονισμῶν, ὡς ἡ τῶν ἀλλοφύλων, καὶ τέκνα πολλὰ ἀλλόφυλα ἐγενήθη αὐτοῖς.
22507	ΗΣΑΙΑΣ 3:7	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	γάρ	τῷ	\vs{7}Καὶ ἀποκριθεὶς ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐρεῖ, οὐκ ἔσομαί σου ἀρχηγός· οὐ γάρ ἐστιν ἐν τῷ οἴκῳ μου ἄρτος, οὐδὲ ἱμάτιον· οὐκ ἔσομαι ἀρχηγὸς τοῦ λαοῦ τούτου.
22527	ΗΣΑΙΑΣ 3:25	σου ὁ	σου ὁ	5611	consecutive enclitics	υἱός	κάλλιστος	\vs{25}Καὶ ὁ υἱός σου ὁ κάλλιστος ὃν ἀγαπᾷς, μαχαίρᾳ πεσεῖται· καὶ οἱ ἰσχύοντες ὑμῶν, μαχαίρᾳ πεσοῦνται, καὶ ταπεινωθήσονται·
22547	ΗΣΑΙΑΣ 5:6	ὡς εἰς	ὡς εἰς	1776	consecutive enclitics	αὐτὸν	χέρσον	\vs{6}Καὶ ἀνήσω τὸν ἀμπελῶνά μου, καὶ οὐ τμηθῇ, οὐδὲ μὴ σκαφῇ· καὶ ἀναβήσονται εἰς αὐτὸν, ὡς εἰς χέρσον ἄκανθαι· καὶ ταῖς νεφέλαις ἐντελοῦμαι, τοῦ μὴ βρέξαι εἰς αὐτὸν ὑετόν.
22609	ΗΣΑΙΑΣ 7:11	σου εἰς	σου εἰς	5611	consecutive enclitics	Θεοῦ	βάθος	\vs{11}αἴτησαι σεαυτῷ σημεῖον παρὰ Κυρίου Θεοῦ σου εἰς βάθος, ἢ εἰς ὕψος.
22617	ΗΣΑΙΑΣ 7:18	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ἥ	χώρᾳ	\vs{18}Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ συριεῖ Κύριος μυίαις, ὃ κυριεύσει μέρος ποταμοῦ Αἰγύπτου, καὶ τῇ μελίσσῃ, ἥ ἐστιν ἐν χώρᾳ Ἀσσυρίων·
22643	ΗΣΑΙΑΣ 8:14	σοι εἰς	σοι εἰς	1034	consecutive enclitics	ἔσται	ἁγίασμα	\vs{14}κᾂν ἐπʼ αὐτῷ πεποιθὼς ᾖς, ἔσται σοι εἰς ἁγίασμα, καὶ οὐχ ὡς λίθου προσκόμματι συναντήσεσθε, οὐδὲ ὡς πέτρας πτώματι· οἱ δὲ οἶκοι Ἰακὼβ ἐν παγίδι, καὶ ἐν κοιλάσματι ἐγκαθήμενοι ἐν Ἱερουσαλήμ.
22643	ΗΣΑΙΑΣ 8:14	οὐχ ὡς	οὐχ ὡς	351	consecutive enclitics	καὶ	λίθου	\vs{14}κᾂν ἐπʼ αὐτῷ πεποιθὼς ᾖς, ἔσται σοι εἰς ἁγίασμα, καὶ οὐχ ὡς λίθου προσκόμματι συναντήσεσθε, οὐδὲ ὡς πέτρας πτώματι· οἱ δὲ οἶκοι Ἰακὼβ ἐν παγίδι, καὶ ἐν κοιλάσματι ἐγκαθήμενοι ἐν Ἱερουσαλήμ.
22651	ΗΣΑΙΑΣ 8:20	οὐχ ὡς	οὐχ ὡς	351	consecutive enclitics	εἴπωσιν	τὸ	\vs{20}Νόμον γὰρ εἰς βοήθειαν ἔδωκεν, ἵνα εἴπωσιν οὐχ ὡς τὸ ῥῆμα τοῦτο, περὶ οὗ οὐκ ἔστι δῶρα δοῦναι περὶ αὐτοῦ.
22654	ΗΣΑΙΑΣ 8:22	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	ἀπορηθήσεται	στενοχωρίᾳ	\vs{22}καὶ εἰς τὴν γῆν κάτω ἐμβλέψονται· καὶ ἰδοὺ ἀπορία στενὴ, καὶ σκότος, θλίψις, καὶ στενοχωρία, καὶ σκότος ὥστε μὴ βλέπειν· καὶ οὐκ ἀπορηθήσεται ὁ ἐν στενοχωρίᾳ ὢν ἕως καιροῦ.
22660	ΗΣΑΙΑΣ 9:2	ὡς οἱ	ὡς οἱ	1776	consecutive enclitics	σου	εὐφραινόμενοι	\vs{2}Τὸ πλεῖστον τοῦ λαοῦ, ὃ κατήγαγες ἐν εὐφροσύνῃ σου· καὶ εὐφρανθήσονται ἐνώπιόν σου, ὡς οἱ εὐφραινόμενοι ἐν ἀμήτῳ, καὶ ὃν τρόπον οἱ διαιρούμενοι σκῦλα.
22661	ΗΣΑΙΑΣ 9:3	ὁ ἐπ	ὁ ἐπ	7508	consecutive enclitics	ζυγὸς		\vs{3}Διότι ἀφῄρηται ὁ ζυγὸς ὁ ἐπʼ αὐτῶν κείμενος, καὶ ἡ ῥάβδος ἡ ἐπὶ τοῦ τραχήλου αὐτῶν· τὴν γὰρ ῥάβδον τῶν ἀπαιτούντων διεσκέδασεν, ὡς τῇ ἡμέρᾳ τῇ ἐπὶ Μαδιάμ.
22691	ΗΣΑΙΑΣ 10:5	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ὀργή	ταῖς	\vs{5}Οὐαὶ Ἀσσυρίοις, ἡ ῥάβδος τοῦ θυμοῦ μου, καὶ ὀργή ἐστιν ἐν ταῖς χερσὶν αὐτῶν.
22692	ΗΣΑΙΑΣ 10:6	μου εἰς	μου εἰς	4317	consecutive enclitics	ὀργήν	ἔθνος	\vs{6}Τὴν ὀργήν μου εἰς ἔθνος ἄνομον ἀποστελῶ, καὶ τῷ ἐμῷ λαῷ συντάξω ποιῆσαι σκῦλα καὶ προνομήν, καὶ καταπατεῖν τὰς πόλεις, καὶ θεῖναι αὐτὰς εἰς κονιορτόν.
22704	ΗΣΑΙΑΣ 10:18	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	φεύγων	φεύγων	\vs{18}τῇ ἡμέρᾳ ἐκείνῃ ἀποσβεσθήσεται τὰ ὄρη, καὶ οἱ βουνοὶ, καὶ οἱ δρυμοὶ, καὶ καταφάγεται ἀπὸ ψυχὴς ἕως σαρκῶν· καὶ ἔσται ὁ φεύγων, ὡς ὁ φεύγων ἀπὸ φλογὸς καιομένης.
22709	ΗΣΑΙΑΣ 10:22	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	Ἰσραὴλ	ἄμμος	\vs{22}Καὶ ἐὰν γένηται ὁ λαὸς Ἰσραὴλ ὡς ἡ ἄμμος τῆς θαλάσσης, τὸ κατάλειμμα αὐτῶν σωθήσεται.
22722	ΗΣΑΙΑΣ 10:32	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	βουνοὶ	Ἱερουσαλήμ	\vs{32}Παρακαλεῖτε σήμερον ἐν ὁδῷ τοῦ μεῖναι, τῇ χειρὶ παρακαλεῖτε τὸ ὄρος τὴν θυγατέρα Σιὼν, καὶ οἱ βουνοὶ οἱ ἐν Ἱερουσαλήμ.
22745	ΗΣΑΙΑΣ 11:16	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	Ἰσραὴλ	ἡμέρα	\vs{16}Καὶ ἔσται δίοδος τῷ καταλειφθέντι μου λαῷ ἐν Αἰγύπτῳ· καὶ ἔσται τῷ Ἰσραὴλ, ὡς ἡ ἡμέρα ὅτε ἐξῆλθεν ἐκ γῆς Αἰγύπτου.
22749	ΗΣΑΙΑΣ 12:2	μοι εἰς	μοι εἰς	882	consecutive enclitics	ἐγένετό	σωτηρίαν	\vs{2}Ἰδοὺ ὁ Θεός μου σωτήρ μου, πεποιθὼς ἔσομαι ἐπʼ αὐτῷ, καὶ οὐ φοβηθήσομαι· διότι ἡ δόξα μου καὶ ἡ αἴνεσίς μου Κύριος, καὶ ἐγένετό μοι εἰς σωτηρίαν.
22769	ΗΣΑΙΑΣ 13:12	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	λίθος	Σουφείρ	\vs{12}Καὶ ἔσονται οἱ καταλελειμμένοι ἔντιμοι μᾶλλον ἢ τὸ χρυσίον τὸ ἄπυρον· καὶ ἄνθρωπος μᾶλλον ἔντιμος ἔσται ἢ ὁ λίθος ὁ ἐν Σουφείρ.
22839	ΗΣΑΙΑΣ 16:4	σοι οἱ	σοι οἱ	1034	consecutive enclitics	παροικήσουσί	φυγάδες	\vs{4}παροικήσουσί σοι οἱ φυγάδες Μωάβ· ἔσονται σκέπη ὑμῖν ἀπὸ προσώπου διώκοντος, ὅτι ἤρθη ἡ συμμαχία σου, καὶ ὁ ἄρχων ἀπώλετο ὁ καταπατῶν ἀπὸ τῆς γῆς.
22847	ΗΣΑΙΑΣ 16:10	σου οὐ	σου οὐ	5611	consecutive enclitics	ἀμπελῶσί	μὴ	\vs{10}Καὶ ἀρθήσεται εὐφροσύνη καὶ ἀγαλλίαμα ἐκ τῶν ἀμπελώνων, καὶ ἐν τοῖς ἀμπελῶσί σου οὐ μὴ εὐφρανθήσονται, καὶ οὐ μὴ πατήσουσιν οἶνον εἰς τὰ ὑπολήνια, πέπαυται γάρ.
22848	ΗΣΑΙΑΣ 16:11	μου ὡς	μου ὡς	4317	consecutive enclitics	ἐντός	τεῖχος	\vs{11}Διατοῦτο ἡ κοιλία μου ἐπὶ Μωὰβ ὡς κιθάρα ἠχήσει, καὶ τὰ ἐντός μου ὡς τεῖχος ἐνεκαίνισας.
22883	ΗΣΑΙΑΣ 18:7	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ὅ	μέρει	\vs{7}Ἐν τῷ καιρῷ ἐκείνῳ ἀνενεχθήσεται δῶρα Κυρίῳ σαβαὼθ ἐκ λαοῦ τεθλιμμένου καὶ τετιλμένου, καὶ ἀπὸ λαοῦ μεγάλου ἀπὸ τοῦ νῦν καὶ εἰς τὸν αἰῶνα χρόνον· ἔθνος ἐλπίζον καὶ καταπεπατημένον, ὅ ἐστιν ἐν μέρει ποταμοῦ τῆς χώρας αὐτοῦ, εἰς τὸν τόπον οὗ τὸ ὄνομα Κυρίου σαβαὼθ, ὄρος Σιών.
22913	ΗΣΑΙΑΣ 19:25	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	καὶ	Ἀσσυρίοις	\vs{25}ἣν εὐλόγησε Κύριος σαβαὼθ, λέγων, εὐλογημένος ὁ λαός μου ὁ ἐν Αἰγύπτῳ, καὶ ὁ ἐν Ἀσσυρίοις, καὶ ἡ κληρονομία μου Ἰσραήλ.
22928	ΗΣΑΙΑΣ 21:3	με ὡς	με ὡς	1285	consecutive enclitics	ἔλαβόν	τὴν	\vs{3}Διατοῦτο ἐνεπλήσθη ἡ ὀσφύς μου ἐκλύσεως, καὶ ὠδῖνες ἔλαβόν με ὡς τὴν τίκτουσαν· ἠδίκησα τοῦ μὴ ἀκοῦσαι, ἐσπούδασα τοῦ μὴ βλέπειν.
22952	ΗΣΑΙΑΣ 22:2	σου οὐ	σου οὐ	5611	consecutive enclitics	τραυματίαι	τραυματίαι	\vs{2}Ἐνεπλήσθη ἡ πόλις βοώντων, οἱ τραυματίαι σου οὐ τραυματίαι ἐν μαχαίραις, οὐδὲ οἱ νεκροί σου νεκροὶ πολέμων.
22964	ΗΣΑΙΑΣ 22:14	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ταῦτά	τοῖς	\vs{14}Καὶ ἀνακεκαλυμμένα ταῦτά ἐστιν ἐν τοῖς ὠσὶ Κυρίου σαβαὼθ, ὅτι οὐκ ἀφεθήσεται ὑμῖν αὕτη ἡ ἁμαρτία, ἕως ἂν ἀποθάνητε.
22969	ΗΣΑΙΑΣ 22:18	σε εἰς	σε εἰς	1148	consecutive enclitics	ῥίψει	χώραν	\vs{18}καὶ ῥίψει σε εἰς χώραν μεγάλην καὶ ἀμέτρητον, καὶ ἐκεῖ ἀποθανῇ· καὶ θήσει τὸ ἅρμα σου τὸ καλὸν εἰς ἀτιμίαν, καὶ τὸν οἶκον τοῦ ἄρχοντός σου εἰς καταπάτημα.
22969	ΗΣΑΙΑΣ 22:18	σου εἰς	σου εἰς	5611	consecutive enclitics	ἄρχοντός	καταπάτημα	\vs{18}καὶ ῥίψει σε εἰς χώραν μεγάλην καὶ ἀμέτρητον, καὶ ἐκεῖ ἀποθανῇ· καὶ θήσει τὸ ἅρμα σου τὸ καλὸν εἰς ἀτιμίαν, καὶ τὸν οἶκον τοῦ ἄρχοντός σου εἰς καταπάτημα.
22976	ΗΣΑΙΑΣ 22:25	ἡ ἐπ	ἡ ἐπ	3412	consecutive enclitics	δόξα		\vs{25}τῇ ἡμέρᾳ ἐκείνῃ· τάδε λέγει Κύριος σαβαὼθ, κινηθήσεται ὁ ἄνθρωπος ὁ ἐστηριγμένος ἐν τόπῳ πιστῷ, καὶ ἀφαιρεθήσεται, καὶ πεσεῖται, καὶ ἐξολεθρευθήσεται ἡ δόξα ἡ ἐπʼ αὐτόν, ὅτι Κύριος ἐλάλησεν.
23004	ΗΣΑΙΑΣ 24:2	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	παῖς	κύριος	\vs{2}Καὶ ἔσται ὁ λαὸς ὡς ἱερεύς, καὶ ὁ παῖς ὡς ὁ κύριος, καὶ ἡ θεράπαινα ὡς ἡ κυρία· ἔσται ὁ ἀγοράζων ὡς ὁ πωλῶν, ὁ δανείζων ὡς ὁ δανειζόμενος, καὶ ὁ ὀφείλων ὡς ᾧ ὀφείλει.
23004	ΗΣΑΙΑΣ 24:2	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	θεράπαινα	κυρία	\vs{2}Καὶ ἔσται ὁ λαὸς ὡς ἱερεύς, καὶ ὁ παῖς ὡς ὁ κύριος, καὶ ἡ θεράπαινα ὡς ἡ κυρία· ἔσται ὁ ἀγοράζων ὡς ὁ πωλῶν, ὁ δανείζων ὡς ὁ δανειζόμενος, καὶ ὁ ὀφείλων ὡς ᾧ ὀφείλει.
23004	ΗΣΑΙΑΣ 24:2	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	ἀγοράζων	πωλῶν	\vs{2}Καὶ ἔσται ὁ λαὸς ὡς ἱερεύς, καὶ ὁ παῖς ὡς ὁ κύριος, καὶ ἡ θεράπαινα ὡς ἡ κυρία· ἔσται ὁ ἀγοράζων ὡς ὁ πωλῶν, ὁ δανείζων ὡς ὁ δανειζόμενος, καὶ ὁ ὀφείλων ὡς ᾧ ὀφείλει.
23004	ΗΣΑΙΑΣ 24:2	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	δανείζων	δανειζόμενος	\vs{2}Καὶ ἔσται ὁ λαὸς ὡς ἱερεύς, καὶ ὁ παῖς ὡς ὁ κύριος, καὶ ἡ θεράπαινα ὡς ἡ κυρία· ἔσται ὁ ἀγοράζων ὡς ὁ πωλῶν, ὁ δανείζων ὡς ὁ δανειζόμενος, καὶ ὁ ὀφείλων ὡς ᾧ ὀφείλει.
23025	ΗΣΑΙΑΣ 24:20	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	Ἔκλινεν	μεθύων	\vs{20}Ἔκλινεν ὡς ὁ μεθύων καὶ κραιπαλῶν, καὶ σεισθήσεται ὡς ὀπωροφυλάκιον ἡ γῆ· κατίσχυσεν γὰρ ἐπʼ αὐτῆς ἡ ἀνομία, καὶ πεσεῖται, καὶ οὐ μὴ δύνηται ἀναστῆναι.
23059	ΗΣΑΙΑΣ 26:11	σου ὁ	σου ὁ	5611	consecutive enclitics	ὑψηλός	βραχίων	\vs{11}Κύριε ὑψηλός σου ὁ βραχίων, καὶ οὐκ ᾔδεισαν, γνόντες δὲ αἰσχυνθήσονται· ζῆλος λήψεται λαὸν ἀπαίδευτον, καὶ νῦν πῦρ τοὺς ὑπεναντίους ἔδεται.
23067	ΗΣΑΙΑΣ 26:17	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	Καὶ	ὠδίνουσα	\vs{17}Καὶ ὡς ἡ ὠδίνουσα ἐγγίζει τεκεῖν, ἐπὶ τῇ ὠδῖνι αὐτῆς ἐκέκραξεν, οὕτως ἐγενήθημεν τῷ ἀγαπητῷ σου.
23069	ΗΣΑΙΑΣ 26:19	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	ἐγερθήσονται	τοῖς	\vs{19}Ἀναστήσονται οἱ νεκροὶ, καὶ ἐγερθήσονται οἱ ἐν τοῖς μνημείοις, καὶ εὐφρανθήσονται οἱ ἐν τῇ γῇ· ἡ γὰρ δρόσος ἡ παρὰ σοῦ ἴαμα αὐτοῖς ἐστιν, ἡ δὲ γῆ τῶν ἀσεβῶν πεσεῖται.
23069	ΗΣΑΙΑΣ 26:19	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	εὐφρανθήσονται	τῇ	\vs{19}Ἀναστήσονται οἱ νεκροὶ, καὶ ἐγερθήσονται οἱ ἐν τοῖς μνημείοις, καὶ εὐφρανθήσονται οἱ ἐν τῇ γῇ· ἡ γὰρ δρόσος ἡ παρὰ σοῦ ἴαμα αὐτοῖς ἐστιν, ἡ δὲ γῆ τῶν ἀσεβῶν πεσεῖται.
23083	ΗΣΑΙΑΣ 27:9	ἐστιν ἡ	ἐστιν ἡ	474	consecutive enclitics	τοῦτό	εὐλογία	\vs{9}Διατοῦτο ἀφαιρεθήσεται ἀνομία Ἰακὼβ, καὶ τοῦτό ἐστιν ἡ εὐλογία αὐτοῦ, ὅταν ἀφέλωμαι τὴν ἁμαρτίαν αὐτοῦ, ὅταν θῶσι πάντας τοὺς λίθους τῶν βωμῶν κατακεκομμένους, ὡς κονίαν λεπτήν· καὶ οὐ μὴ μείνῃ τὰ δένδρα αὐτῶν, καὶ τὰ εἴδωλα αὐτῶν ἐκκεκομμένα, ὥσπερ δρυμὸς μακράν.
23112	ΗΣΑΙΑΣ 28:17	μου εἰς	μου εἰς	4317	consecutive enclitics	ἐλεημοσύνη	σταθμούς	\vs{17}Καὶ θήσω κρίσιν εἰς ἐλπίδα, ἡ δὲ ἐλεημοσύνη μου εἰς σταθμούς, καὶ οἱ πεποιθότες μάτην ψεύδει· ὅτι οὐ μὴ παρέλθῃ ὑμᾶς καταιγίς,
23132	ΗΣΑΙΑΣ 29:4	ὡς οἱ	ὡς οἱ	1776	consecutive enclitics	ἔσονται	φωνοῦντες	\vs{4}καὶ ταπεινωθήσονται εἰς τὴν γῆν οἱ λόγοι σου, καὶ εἰς τὴν γῆν οἱ λόγοι σου δύσονται· καὶ ἔσονται ὡς οἱ φωνοῦντες ἐκ τῆς γῆς ἡ φωνή σου, καὶ πρὸς τὸ ἔδαφος ἡ φωνή σου ἀσθενήσει.
23136	ΗΣΑΙΑΣ 29:8	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	διψῶν	πίνων	\vs{8}Καὶ ὡς οἱ ἐν τῷ ὕπνῳ πίνοντες καὶ ἔσθοντες, καὶ ἐξαναστάντων, μάταιον τὸ ἐνύπνιον· καὶ ὃν τρόπον ἐνυπνιάζεται ὁ διψῶν ὡς ὁ πίνων, καὶ ἐξαναστὰς ἔτι διψᾷ, ἡ δὲ ψυχὴ αὐτοῦ εἰς κενὸν ἤλπισεν· οὕτως ἔσται ὁ πλοῦτος τῶν ἐθνῶν πάντων, ὅσοι ἐπεστράτευσαν ἐπὶ τὸ ὄρος Σιών.
23140	ΗΣΑΙΑΣ 29:11	ὡς οἱ	ὡς οἱ	1776	consecutive enclitics	ταῦτα	λόγοι	\vs{11}Καὶ ἔσται ὑμῖν τὰ ῥήματα πάντα ταῦτα, ὡς οἱ λόγοι τοῦ βιβλίου τοῦ ἐσφραγισμένου τούτου, ὃ ἐὰν δῶσιν αὐτὸ ἀνθρώπῳ ἐπισταμένῳ γράμματα, λέγοντες, ἀνάγνωθι ταῦτα· καὶ ἐρεῖ, οὐ δύναμαι ἀναγνῶναι, ἐσφράγισται γάρ.
23143	ΗΣΑΙΑΣ 29:13	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐγγίζει	λαὸς	\vs{13}Καὶ εἶπε Κύριος, ἐγγίζει μοι ὁ λαὸς οὗτος ἐν τῷ στόματι αὐτοῦ, καὶ ἐν τοῖς χείλεσιν αὐτῶν τιμῶσί με, ἡ δὲ καρδία αὐτῶν πόῤῥω ἀπέχει ἀπʼ ἐμοῦ· μάτην δὲ σέβονταί με, διδάσκοντες ἐντάλματα ἀνθρώπων καὶ διδασκαλίας.
23145	ΗΣΑΙΑΣ 29:15	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	οὐαὶ	κρυφῇ	\vs{15}Οὐαὶ οἱ βαθέως βουλὴν ποιοῦντες, καὶ οὐ διὰ Κυρίου· οὐαὶ οἱ ἐν κρυφῇ βουλὴν ποιοῦντες, καὶ ἔσται ἐν σκότει τὰ ἔργα αὐτῶν· καὶ ἐροῦσι, τίς ἑόρακεν ἡμᾶς; καὶ τίς ἡμᾶς γνώσεται, ἢ ἃ ἡμεῖς ποιοῦμεν;
23146	ΗΣΑΙΑΣ 29:16	Οὐχ ὡς	Οὐχ ὡς	39	consecutive enclitics		πηλὸς	\vs{16}Οὐχ ὡς πηλὸς τοῦ κεραμέως λογισθήσεσθε; μὴ ἐρεῖ τὸ πλάσμα τῷ πλάσαντι αὐτό, οὐ σύ με ἔπλασας; ἢ τὸ ποίημα τῷ ποιήσαντι, οὐ συνετῶς με ἐποίησας;
23148	ΗΣΑΙΑΣ 29:18	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	καὶ	τῷ	\vs{18}Καὶ ἀκούσονται ἐν τῇ ἡμέρᾳ ἐκείνῃ κωφοὶ λόγους βιβλίου, καὶ οἱ ἐν τῷ σκότει, καὶ οἱ ἐν τῇ ὁμίχλῃ· ὀφθαλμοὶ τυφλῶν ὄψονται,
23148	ΗΣΑΙΑΣ 29:18	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	καὶ	τῇ	\vs{18}Καὶ ἀκούσονται ἐν τῇ ἡμέρᾳ ἐκείνῃ κωφοὶ λόγους βιβλίου, καὶ οἱ ἐν τῷ σκότει, καὶ οἱ ἐν τῇ ὁμίχλῃ· ὀφθαλμοὶ τυφλῶν ὄψονται,
23158	ΗΣΑΙΑΣ 30:1	οὐ δι	οὐ δι	2066	consecutive enclitics	βουλὴν		Οὐαὶ τέκνα ἀποστάται, λέγει Κύριος· ἐποιήσατε βουλὴν οὐ διʼ ἐμοῦ, καὶ συνθήκας οὐ διὰ τοῦ πνεύματός μου, προσθεῖναι ἁμαρτίας ἐφʼ ἁμαρτίας,
23185	ΗΣΑΙΑΣ 30:20	σοι οἱ	σοι οἱ	1034	consecutive enclitics	ἐγγίσωσί	πλανῶντές	\vs{20}Καὶ δώσει Κύριος ὑμῖν ἄρτον θλίψεως, καὶ ὕδωρ στενὸν, καὶ οὐκ ἔτι μὴ ἐγγίσωσί σοι οἱ πλανῶντές σε· ὅτι οἱ ὀφθαλμοί σου ὄψονται τοὺς πλανῶντάς σε,
23202	ΗΣΑΙΑΣ 31:1	οἱ ἐφ	οἱ ἐφ	4140	consecutive enclitics	βοήθειαν		Οὐαὶ οἱ καταβαίνοντες εἰς Αἴγυπτον ἐπὶ βοήθειαν, οἱ ἐφʼ ἵπποις πεποιθότες καὶ ἐφʼ ἅρμασιν, ἔστι γὰρ πολλὰ, καὶ ἐφʼ ἵπποις πλῆθος σφόδρα· καὶ οὐκ ἦσαν πεποιθότες ἐπὶ τὸν ἅγιον τοῦ Ἰσραὴλ, καὶ τὸν κύριον οὐκ ἐζήτησαν·
