Line Number	Verse Reference	Word	Following Word	Following Word Has Accent	Accent Count	Accent Positions	Full Line
32573	ΣΟΦΙΑ ΣΕΙΡΑΧ 18:13	ἄνθρώπου	ἐπὶ	Yes	2	pos 0: ACUTE on α; pos 4: ACUTE on ω	\vs{13}Ἔλεος ἄνθρώπου ἐπὶ τὸν πλησίον αὐτοῦ, ἔλεος δὲ Κυρίου ἐπὶ πᾶσαν σάρκα, ἐλέγχων καὶ παιδεύων καὶ διδάσκων καὶ ἐπιστρέφων ὡς ποιμὴν τὸ ποίμνιον αὐτοῦ.
32918	ΣΟΦΙΑ ΣΕΙΡΑΧ 28:6	ἔχθραίνων	καταφθορὰν	Yes	2	pos 0: ACUTE on ε; pos 5: ACUTE on ι	\vs{6}Μνήσθητι τὰ ἔσχατα, καὶ παῦσαι ἔχθραίνων· καταφθορὰν καὶ θάνατον, καὶ ἔμμενε ἐντολαῖς.
33132	ΣΟΦΙΑ ΣΕΙΡΑΧ 34:23	ἄρτοῖς	εὐλογήσει	Yes	2	pos 0: ACUTE on α; pos 4: CIRCUMFLEX on ι	\vs{23}Λαμπρὸν ἐπʼ ἄρτοῖς εὐλογήσει χείλη, καὶ μαρτυρία τῆς καλλονῆς αὐτοῦ πιστή.
33343	ΣΟΦΙΑ ΣΕΙΡΑΧ 40:6	ἐκπέφευγὼς	ἀπὸ	Yes	2	pos 3: ACUTE on ε; pos 8: GRAVE on ω	\vs{6}Ὀλίγον ὡς οὐδὲν ἐν ἀναπαύσει, καὶ ἀπʼ ἐκείνου ἐν ὕπνοις ὡς ἐν ἡμέρᾳ σκοπιᾶς, τεθορυβημένος ἐν ὁράσει καρδίας αὐτοῦ, ὡς ἐκπέφευγὼς ἀπὸ προσώπου πολέμου.
33386	ΣΟΦΙΑ ΣΕΙΡΑΧ 41:10	ἀπώλείαν		N/A	2	pos 2: ACUTE on ω; pos 5: ACUTE on ι	\vs{10}Πάντα ὅσα ἐκ γῆς, εἰς γῆν ἀπελεύσεται· οὕτως ἀσεβεῖς ἀπὸ κατάρας εἰς ἀπώλείαν.
33666	ΣΟΦΙΑ ΣΕΙΡΑΧ 50:15	ὑψίστῷ	παμβασιλεῖ	Yes	2	pos 2: ACUTE on ι; pos 5: CIRCUMFLEX on ω	\vs{15}ἐξέτεινεν ἐπὶ σπονδείου χεῖρα αὐτοῦ, καὶ ἔσπεισεν ἐξ αἵματος σταφυλῆς· ἐξέχεεν εἰς θεμέλια θυσιαστηρίου ὀσμὴν εὐωδίας ὑψίστῷ παμβασιλεῖ.
33962	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:26	φέρονταὶ	ἐνδεικνύμενοι	Yes	2	pos 1: ACUTE on ε; pos 7: GRAVE on ι	\vs{26}Ἄνευ ποδῶν ἐπʼ ὤμοις φέρονταὶ, ἐνδεικνύμενοι τὴν ἑαυτῶν ἀτιμίαν τοῖς ἀνθρώποις.
34295	ΜΑΚΚΑΒΑΙΩΝ Α 2:21	δικαιώματὰ		N/A	2	pos 5: ACUTE on ω; pos 9: GRAVE on α	\vs{21}Ἵλεως ἡμῖν καταλιπεῖν νόμον καὶ δικαιώματὰ.
34531	ΜΑΚΚΑΒΑΙΩΝ Α 5:8	Ἰούδαίαν		N/A	2	pos 2: ACUTE on υ; pos 5: ACUTE on ι	\vs{8}Καὶ προκατελάβετο τὴν Ἰαζὴρ καὶ τὰς θυγατέρας αὐτῆς, καὶ ἀνέστρεψεν εἰς τὴν Ἰούδαίαν.
34787	ΜΑΚΚΑΒΑΙΩΝ Α 8:22	δέλτοῖς	χαλκαῖς	Yes	2	pos 1: ACUTE on ε; pos 5: CIRCUMFLEX on ι	\vs{22}Καὶ τοῦτο τὸ ἀντίγραφον τῆς ἐπιστολῆς ἧς ἀντέγραψεν ἐπὶ δέλτοῖς χαλκαῖς, καὶ ἀπέστειλεν εἰς Ἱερουσαλὴμ εἶναι παρʼ αὐτοῖς ἐκεῖ μνημόσυνον εἰρήνης καὶ συμμαχίας·
35276	ΜΑΚΚΑΒΑΙΩΝ Α 14:2	συλλάβεῖν	αὐτὸν	Yes	2	pos 4: ACUTE on α; pos 7: CIRCUMFLEX on ι	\vs{2}Καὶ ἤκουσεν Ἀρσάκης ὁ βασιλεὺς τῆς Περσίδος καὶ Μηδειας ὅτι ἦλθε Δημήτριος εἰς τὰ ὅρια αὐτοῦ, καὶ ἀπέστειλεν ἕνα τῶν ἀρχόντων αὐτοῦ συλλάβεῖν αὐτὸν ζῶντα.
35547	ΜΑΚΚΑΒΑΙΩΝ Β 3:9	διεσάφήσεν	ἐπυνθάνετο	Yes	2	pos 4: ACUTE on α; pos 6: ACUTE on η	\vs{9}Παραγενηθεὶς δὲ εἰς Ἱεροσόλυμα, καὶ φιλοφρόνως ὑπὸ τοῦ ἀρχιερέως τῆς πόλεως ἀποδεχθείς, ἀνέθετο περὶ τοῦ γεγονότος ἐμφανισμοῦ, καὶ τίνος ἕνεκεν πάρεστι διεσάφήσεν· ἐπυνθάνετο δὲ εἰ ταῖς ἀληθείαις ταῦτα οὕτως ἔχοντα τυγχάνει.
35763	ΜΑΚΚΑΒΑΙΩΝ Β 7:9	ἐσχάτῇ	δὲ	Yes	2	pos 3: ACUTE on α; pos 5: CIRCUMFLEX on η	\vs{9}οὗτος τὴν ἑξῆς ἔλαβε βάσανον, ὡς ὁ πρῶτος. Ἐν ἐσχάτῇ δὲ πνοῇ γενόμενος, εἶπε, σὺ μὲν ἀλάστωρ ἐκ τοῦ παρόντος ἡμᾶς ζῇν ἀπολύεις, ὁ δὲ τοῦ κόσμου βασιλεὺς ἀποθανόντας ἡμᾶς ὑπὲρ τῶν αὐτοῦ νόμων εἰς αἰώνιον ἀναβίωσιν ζωῆς ἡμᾶς ἀναστήσει.
35782	ΜΑΚΚΑΒΑΙΩΝ Β 7:23	αὐτοῦνόμους		N/A	2	pos 4: CIRCUMFLEX on υ; pos 6: ACUTE on ο	\vs{23}Τοιγαροῦν ὁ τοῦ κόσμου κτίστης ὁ πλάσας ἀνθρώπου γένεσιν, καὶ πάντων ἐξευρὼν γένεσιν, καὶ τὸ πνεῦμα καὶ τὴν ζωὴν ὑμῖν πάλιν ἀποδώσει μετʼ ἐλέους, ὡς νῦν ὑπερορᾶτε ἑαυτοὺς διὰ τοὺς αὐτοῦνόμους.
35974	ΜΑΚΚΑΒΑΙΩΝ Β 11:6	ὀδύρμῶν	καὶ	Yes	2	pos 2: ACUTE on υ; pos 5: CIRCUMFLEX on ω	\vs{6}Ὡς δὲ μετέλαβον οἱ περὶ τὸν Μακκαβαῖον πολιορκοῦντα αὐτὸν τὰ ὀχυρώματα, μετʼ ὀδύρμῶν καὶ δακρύων ἱκέτευον σὺν τοῖς ὄχλοις τὸν Κύριον, ἀγαθὸν ἄγγελον ἀποστεῖλαι πρὸς σωτηρίαν τῷ Ἰσραήλ.
36192	ΜΑΚΚΑΒΑΙΩΝ Β 15:8	ἔθνῶν	ἔφοδον	Yes	2	pos 0: ACUTE on ε; pos 3: CIRCUMFLEX on ω	\vs{8}Καὶ παρεκάλει τοὺς σὺν αὐτῷ μὴ δειλιᾷν τὴν τῶν ἔθνῶν ἔφοδον, ἔχοντας δὲ κατὰ νοῦν τὰ προγεγονότα αὐτοῖς ἁπʼ οὐρανοῦ βοηθήματα, καὶ τανῦν προσδοκᾷν τὴν παρὰ τοῦ παντοκράτορος ἐσομένην αὐτοῖς νίκην καὶ βοήθειαν.
36329	ΜΑΚΚΑΒΑΙΩΝ Γ 2:33	Εὐέλπιδές	δὲ	Yes	2	pos 2: ACUTE on ε; pos 7: ACUTE on ε	\vs{33}Εὐέλπιδές δὲ καθειστήκεισαν ἀντιλήμψεως τεύξεσθαι, καὶ τοὺς ἀποχωροῦντας ἐξ αὐτῶν ἐβδελύσσοντο, καὶ ὡς πολεμίους τοῦ ἔθνους ἔκρινον, καὶ τῆς κοινῆς συναναστροφῆς καὶ εὐχρηστίας ἐστέρουν.
36342	ΜΑΚΚΑΒΑΙΩΝ Γ 3:8	ἄνθρώπους	θεωροῦντες	Yes	2	pos 0: ACUTE on α; pos 4: ACUTE on ω	\vs{8}Οἱ δὲ κατὰ τὴν πόλιν Ἕλληνες οὐδὲν ἠδικημένοι, ταραχὴν ἀπροσδόκητον περὶ τοὺς ἄνθρώπους θεωροῦντες, καὶ συνδρομὰς ἀπροσκόπους γινομένας βοηθεῖν μὲν οὐκ ἔσθενον· τυραννικὴ γὰρ ἦν ἡ διάθεσις· παρεκάλουν δὲ καὶ δυσφόρως εἶχον, καὶ μεταπεσεῖσθαι ταῦτα ὑπελάμβανον·
36904	ΜΑΚΚΑΒΑΙΩΝ Δ 9:26	ἐναρμοσάμενοί	χεῖρας	Yes	2	pos 7: ACUTE on α; pos 12: ACUTE on ι	\vs{26}Θαυμασάντων δὲ πάντων τὴν καρτεροψυχίαν αὐτοῦ, ἦγον οἱ δορυφόροι τὸν καθʼ ἡλικίαν τοῦ προτέρου δεύτερον, καὶ σιδηρᾶς ἐναρμοσάμενοί χεῖρας, ὀξέσιν τοῖς ὄνυξιν, τοῖς ὀργάνοις καταπέλτῃ προσέδησαν αὐτόν.
36919	ΜΑΚΚΑΒΑΙΩΝ Δ 10:5	πίκρῶς	ἐνέγκαντες	Yes	2	pos 1: ACUTE on ι; pos 4: CIRCUMFLEX on ω	\vs{5}Οἱ δὲ πίκρῶς ἐνέγκαντες τὴν παῤῥησίαν τοῦ ἀνδρὸς, ἀρθρεμβόλοις ὀργάνοις τὰς χεῖρας αὐτοῦ καὶ τοὺς πόδας ἐξήρθρουν, καὶ ἐξ ἁρμῶν ἀναμοχλεύοντες ἐξεμέλιζον·
37130	ΜΑΚΚΑΒΑΙΩΝ Δ 16:16	πατρίουνόμου		N/A	2	pos 4: ACUTE on ι; pos 8: ACUTE on ο	\vs{16}Ὦ παῖδες, γενναῖος ὁ ἀγών· εφ ὃν κληθέντες ὑπὲρ τῆς διαμαρτυρίας τοῦ ἔθνους, ἐναγωνίσασθε προθύμως ὑπὲρ τοῦ πατρίουνόμου.
37133	ΜΑΚΚΑΒΑΙΩΝ Δ 16:18	ἀπελαύσατέ		N/A	2	pos 5: ACUTE on υ; pos 9: ACUTE on ε	\vs{18}Ἀναμνήσθητε, ὅτι διὰ τὸν Θεὸν τοῦ κόσμου μετελάβετε, καὶ τοῦ βίου ἀπελαύσατέ·
